"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test_rejects_non_integers[quantity4]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateQuantity","test_inventory_rules","",""
"","9","test_an_expired_token_is_rejected_everywhere","tests.security.tests","Sat Aug 29 06:45:39 UTC 2026","passed","Sat Aug 29 06:45:39 UTC 2026","TestTokenForgery","test_authorization","",""
"","0","test_every_documented_endpoint_is_present[/api/v1/checkout/quote-post]","tests.contract.tests","Sat Aug 29 06:45:35 UTC 2026","passed","Sat Aug 29 06:45:35 UTC 2026","TestSpecification","test_openapi_contract","",""
"","3","test_malformed_addresses_are_rejected[@no-local-part.test]","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestRegistration","test_auth","",""
"","10","test_registration_with_a_hostile_name_never_500s[sql-union]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestAuthInput","test_injection","",""
"","16","test_hostile_filter_values_are_handled_safely[xss-svg]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestSearchInput","test_injection","",""
"","0","test_malformed_tokens_are_rejected[!!!.???.###]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestAccessTokens","test_security_helpers","",""
"","3","test_malformed_tokens_are_rejected[not-a-jwt]","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestTokens","test_auth","",""
"","2","test_registration_with_a_hostile_name_never_500s[null-byte]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestAuthInput","test_injection","",""
"Anything that is not a positive whole number must be refused at the edge.

    A quantity that slips through is not cosmetic: zero and negative values
    reach the pricing code and can produce negative line totals, and a JSON
    boolean silently becomes one unit the customer never asked for and will be
    charged for.
    ","16","test_invalid_quantities_are_rejected[float]","tests.api.tests","Sat Aug 29 06:45:23 UTC 2026","passed","Sat Aug 29 06:45:23 UTC 2026","","test_cart","",""
"Delete rules decide what happens to data nobody is looking at.

        Getting one wrong stays invisible until the day a product is deleted
        and years of order history vanish with it - by which point the backup
        window has usually closed.
        ","20","test_foreign_key_and_delete_rule[products.category_id-to-categories-RESTRICT]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestForeignKeys","test_schema","",""
"","54","test_a_replayed_checkout_does_not_decrement_stock_twice","tests.api.tests","Sat Aug 29 06:45:30 UTC 2026","passed","Sat Aug 29 06:45:30 UTC 2026","TestIdempotency","test_orders","",""
"","15","test_hostile_search_terms_are_handled_as_text[sql-union]","tests.security.tests","Sat Aug 29 06:45:41 UTC 2026","passed","Sat Aug 29 06:45:41 UTC 2026","TestSearchInput","test_injection","",""
"Anything that is not a positive whole number must be refused at the edge.

    A quantity that slips through is not cosmetic: zero and negative values
    reach the pricing code and can produce negative line totals, and a JSON
    boolean silently becomes one unit the customer never asked for and will be
    charged for.
    ","30","test_invalid_quantities_are_rejected[zero]","tests.api.tests","Sat Aug 29 06:45:23 UTC 2026","passed","Sat Aug 29 06:45:23 UTC 2026","","test_cart","",""
"","0","test_zero_and_negative_amounts_are_not_taxed","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestTax","test_pricing","",""
"A shared or bookmarked search link must restore its own term.","438","test_the_search_box_reflects_the_term_in_the_url","tests.ui.tests","Sat Aug 29 06:46:10 UTC 2026","passed","Sat Aug 29 06:46:10 UTC 2026","TestSearch","test_catalog_ui","",""
"A cart belongs to an account; there is no anonymous cart to reach.

    An endpoint that fell back to a shared or implicit cart would let one
    visitor read or empty another's basket.
    ","3","test_cart_endpoints_reject_anonymous_callers[remove-item]","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","","test_cart","",""
"","0","test_every_documented_endpoint_is_present[/api/v1/orders-get]","tests.contract.tests","Sat Aug 29 06:45:35 UTC 2026","passed","Sat Aug 29 06:45:35 UTC 2026","TestSpecification","test_openapi_contract","",""
"","8","test_hostile_address_fields_are_handled_safely[sql-comment]","tests.security.tests","Sat Aug 29 06:45:43 UTC 2026","passed","Sat Aug 29 06:45:43 UTC 2026","TestBodyInput","test_injection","",""
"Enumeration defence.

        If ""someone else's order"" and ""no such order"" gave different responses,
        an attacker could walk the id space and learn exactly how many orders
        the shop has taken and which ids are real.
        ","67","test_an_unknown_id_and_a_forbidden_id_are_indistinguishable","tests.security.tests","Sat Aug 29 06:45:40 UTC 2026","passed","Sat Aug 29 06:45:40 UTC 2026","TestObjectLevelAccess","test_authorization","",""
"RFC 7235 defines the scheme as case-insensitive.","0","test_the_scheme_is_case_insensitive[bearer]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestBearerExtraction","test_security_helpers","",""
"The customer must be able to retry with another card without rebuilding their basket.","39","test_the_cart_survives_a_declined_payment","tests.api.tests","Sat Aug 29 06:45:28 UTC 2026","passed","Sat Aug 29 06:45:28 UTC 2026","TestPaymentFailures","test_orders","",""
"","2","test_wrong_password_does_not_verify","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestPasswordHashing","test_security_helpers","",""
"","5","test_a_malformed_payment_body_is_rejected_before_any_charge[non-numeric-cvv-]","tests.api.tests","Sat Aug 29 06:45:30 UTC 2026","passed","Sat Aug 29 06:45:30 UTC 2026","TestPaymentFailures","test_orders","",""
"","1","test_the_token_payload_carries_no_secret","tests.security.tests","Sat Aug 29 06:45:41 UTC 2026","passed","Sat Aug 29 06:45:41 UTC 2026","TestDataExposure","test_exposure","",""
"","0","test_invalid_luhn_numbers_fail[4111111111111112]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestCardHelpers","test_order_rules","",""
"","0","test_brand_detection[6011111111111117-discover]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestCardHelpers","test_order_rules","",""
"","401","test_home_page_renders","tests.ui.tests","Sat Aug 29 06:46:38 UTC 2026","passed","Sat Aug 29 06:46:39 UTC 2026","","test_framework_smoke","",""
"","4","test_an_empty_update_is_rejected","tests.api.tests","Sat Aug 29 06:45:22 UTC 2026","passed","Sat Aug 29 06:45:22 UTC 2026","TestProfile","test_auth","",""
"`?q=` must show the catalogue, not zero results.","5","test_a_blank_search_is_not_a_search_for_nothing[empty]","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestSearch","test_catalog","",""
"One shape for every failure, from every layer.

        FastAPI's own 422, Starlette's 404 and the application's business errors
        would otherwise each have a different body, and a client would need
        three parsers.
        ","3","test_every_error_uses_the_same_envelope[method-not-allowed-405]","tests.contract.tests","Sat Aug 29 06:45:37 UTC 2026","passed","Sat Aug 29 06:45:37 UTC 2026","TestErrorEnvelope","test_openapi_contract","",""
"","9","test_addresses_match_their_schema","tests.contract.tests","Sat Aug 29 06:45:35 UTC 2026","passed","Sat Aug 29 06:45:35 UTC 2026","TestResponseConformance","test_openapi_contract","",""
"","0","test_accepts_int_and_float_inputs","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestQuantizeMoney","test_pricing","",""
"","16","test_hostile_filter_values_are_handled_safely[sql-time-based]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestSearchInput","test_injection","",""
"","6","test_a_hostile_password_never_authenticates[sql-or-true]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestAuthInput","test_injection","",""
"A missing table means this environment runs an older schema.

        Every request touching it would return a 500, so this is the first
        thing worth knowing when a freshly deployed environment misbehaves.
        ","1","test_expected_table_exists[products]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestTablesAndMigrations","test_schema","",""
"","0","test_rounds_half_up_to_two_places[0.125-0.13]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestQuantizeMoney","test_pricing","",""
"Reflecting any Origin would defeat the same-origin policy entirely.

        With credentials enabled it would let any site read authenticated
        responses on a visitor's behalf.
        ","6","test_cors_does_not_reflect_an_arbitrary_origin","tests.security.tests","Sat Aug 29 06:45:40 UTC 2026","passed","Sat Aug 29 06:45:40 UTC 2026","TestSecurityHeaders","test_exposure","",""
"Admin endpoints get the same treatment - a compromised admin session
        must not become a database console.","12","test_hostile_admin_search_input_is_handled_safely[sql-drop-table]","tests.security.tests","Sat Aug 29 06:45:44 UTC 2026","passed","Sat Aug 29 06:45:44 UTC 2026","TestBodyInput","test_injection","",""
"","0","test_provider_400_is_an_invalid_request","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestChargeInterpretation","test_order_rules","",""
"The boundary is a promise made on the product page, so it must be exact.

    An off-by-one-cent boundary charges shipping to customers who were told it
    was free - a support ticket every time, and a chargeback risk.
    ","24","test_free_shipping_applies_from_the_threshold_upwards[above-threshold]","tests.api.tests","Sat Aug 29 06:45:22 UTC 2026","passed","Sat Aug 29 06:45:22 UTC 2026","","test_cart","",""
"","14","test_hostile_filter_values_are_handled_safely[template-injection]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestSearchInput","test_injection","",""
"","1","test_tax_is_the_rate_applied_to_the_amount[1249.00-99.92]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestTax","test_pricing","",""
"","3","test_admin_endpoints_reject_anonymous_callers[POST-admin-products]","tests.security.tests","Sat Aug 29 06:45:38 UTC 2026","passed","Sat Aug 29 06:45:38 UTC 2026","TestAnonymousAccess","test_authorization","",""
"","6","test_search_terms_behave_as_expected[zzzzz-no-such-produc]","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestSearch","test_catalog","",""
"Admin endpoints get the same treatment - a compromised admin session
        must not become a database console.","11","test_hostile_admin_search_input_is_handled_safely[sql-comment]","tests.security.tests","Sat Aug 29 06:45:44 UTC 2026","passed","Sat Aug 29 06:45:44 UTC 2026","TestBodyInput","test_injection","",""
"","84","test_cancelling_a_paid_order_refunds_and_restocks","tests.integration.tests","Sat Aug 29 06:45:56 UTC 2026","passed","Sat Aug 29 06:45:56 UTC 2026","","test_journeys","",""
"","31","test_cart_totals_are_numbers[discount_total]","tests.contract.tests","Sat Aug 29 06:45:36 UTC 2026","passed","Sat Aug 29 06:45:36 UTC 2026","TestMoneyContract","test_openapi_contract","",""
"","2","test_every_required_field_is_required[password_confirm]","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestRegistration","test_auth","",""
"","5","test_a_product_card_carries_everything_needed_to_render_it","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestListing","test_catalog","",""
"","8","test_hostile_address_fields_are_handled_safely[xss-javascript-uri]","tests.security.tests","Sat Aug 29 06:45:43 UTC 2026","passed","Sat Aug 29 06:45:43 UTC 2026","TestBodyInput","test_injection","",""
"Registration must not be a route to privilege.

        Sending role=admin is the obvious attempt; the field is not part of the
        schema, so it is discarded rather than honoured.
        ","8","test_new_accounts_are_always_customers","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestRegistration","test_auth","",""
"`' OR '1'='1` must not be a valid login.

        In a string-concatenated query it would be. Here it is either rejected
        as a malformed address or looked up as a literal value that matches
        nothing.
        ","3","test_login_with_a_hostile_email_never_authenticates[xss-script-tag]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestAuthInput","test_injection","",""
"","5","test_a_hostile_password_never_authenticates[template-injection]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestAuthInput","test_injection","",""
"","5","test_a_hostile_product_id_is_rejected_not_executed[like-wildcards]","tests.security.tests","Sat Aug 29 06:45:43 UTC 2026","passed","Sat Aug 29 06:45:43 UTC 2026","TestBodyInput","test_injection","",""
"An empty ``alembic_version`` means the tables were not created by a
        migration - so the next ``alembic upgrade`` would try to create them
        again and fail, and nobody could tell which schema is deployed.
        ","1","test_alembic_version_table_exists_and_is_populated","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestTablesAndMigrations","test_schema","",""
"","6","test_a_hostile_product_id_is_rejected_not_executed[template-injection]","tests.security.tests","Sat Aug 29 06:45:43 UTC 2026","passed","Sat Aug 29 06:45:43 UTC 2026","TestBodyInput","test_injection","",""
"","729","test_removing_a_line_empties_the_cart","tests.ui.tests","Sat Aug 29 06:45:58 UTC 2026","passed","Sat Aug 29 06:45:59 UTC 2026","TestCartUI","test_auth_cart_ui","",""
"","8","test_hostile_address_fields_are_handled_safely[sql-or-true]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestBodyInput","test_injection","",""
"","2","test_every_required_field_is_required[password]","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestRegistration","test_auth","",""
"","7","test_search_terms_behave_as_expected[Laptop]","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestSearch","test_catalog","",""
"","4","test_protected_endpoints_reject_anonymous_callers[PATCH-auth-me]","tests.security.tests","Sat Aug 29 06:45:38 UTC 2026","passed","Sat Aug 29 06:45:38 UTC 2026","TestAnonymousAccess","test_authorization","",""
